convective_day,max_risk,primary_class,ofb_mcs_boundary_regime,dominant_hazards,storm_modes,boundary_drivers,forecast_challenges,ofb_mcs_boundary_reason,day_narrative
2020-04-08,ENH,multi_region_multi_mode,likely,damaging wind|large hail|tornadoes,supercells|clusters|QLCS|MCS/bowing segments,cold front|dryline|prefrontal trough|outflow/differential-heating boundaries,prior_convection|mode_transition|boundary_interaction|mcs_timing,"Outflow and ongoing/upscale convective systems were important in several corridors, though synoptic fronts also controlled the pattern.","A broad severe day spanned the Mississippi, Ohio, and Tennessee Valleys with multiple storm corridors and modes. The highest-confidence hazards were damaging winds and large hail, including significant wind potential as clusters and QLCS segments matured."
2020-04-12,MDT,high_end_tornado_outbreak,core,strong to violent tornadoes|widespread damaging wind|large hail,ongoing MCS|semi-discrete tornadic supercells|broken prefrontal band|QLCS/bowing clusters,ongoing MCS/cold pool|prefrontal confluence band|baroclinic zone|surface cyclone and low-level jet,prior_convection|instability_recovery|mode_transition|mcs_timing|boundary_interaction,"The outbreak's timing, recovery, and mode were explicitly tied to an ongoing MCS, its cold pool, and later storm clusters.","The Easter outbreak involved multiple severe episodes from the lower Mississippi Valley into the Southeast. An ongoing MCS and later prefrontal supercells produced strong to violent tornadoes, widespread damaging winds, and large hail in a strongly sheared, rapidly recovering warm sector."
2020-04-13,ENH,qlcs_bowing_wind_tornado,core,damaging wind|QLCS tornadoes,mature squall line|bowing segments|embedded circulations,prefrontal squall line|cold front|low-level jet|coastal warm sector,mcs_timing|instability_recovery|mode_transition,The ENH risk was the continuation of the prior outbreak's mature squall line and associated convective system.,"The severe threat continued across the East Coast as a mature prefrontal squall line moved through a strongly sheared warm sector. Damaging winds were the dominant hazard, with tornadoes possible in embedded QLCS circulations."
2020-04-19,MDT,high_end_tornado_outbreak,core,strong to violent tornadoes|damaging wind|large hail,supercells|clusters|MCS|squall line|embedded mesovortices,convectively reinforced warm front|outflow boundary|baroclinic zone|low-level jet,ofb_placement|boundary_interaction|mode_transition|prior_convection,The MDT corridor was repeatedly tied to a convectively reinforced warm front/outflow boundary that focused tornado potential and storm propagation.,"Multiple rounds of severe storms crossed the Deep South with tornadoes, wind, and hail. The highest tornado potential focused along and south of convectively reinforced warm-front/outflow boundaries, while clusters and lines also produced damaging wind."
2020-04-20,ENH,qlcs_bowing_wind_tornado,likely,damaging wind|tornadoes,intense line|QLCS|embedded mesovortices,ongoing convective line|cold front|coastal warm sector,mcs_timing|instability_recovery|mode_transition,"The severe threat was dominated by an ongoing MCS/QLCS, though frontal forcing and coastal destabilization also mattered.","The prior day's Deep South system continued into the eastern Carolinas, southeast Georgia, and Florida. The main risk came from an intense line with embedded tornado and damaging-wind potential as it encountered remaining warm-sector instability."
2020-04-23,ENH,mcv_mcs_outflow_reintensification,core,damaging wind|tornadoes|large hail,fast-moving cluster/MCS|QLCS|embedded supercells,leading MCS/outflow|effective warm-sector boundary|cold front,prior_convection|instability_recovery|mcs_timing|mode_transition,"Ongoing clusters/MCSs and their outflow were central to storm placement, recovery, and severe mode across the Southeast.","The Southeast risk was messy and strongly modulated by a leading convective complex. Severe potential depended on how the MCS and its outflow evolved, with damaging wind and tornado threats in fast-moving clusters and QLCS segments."
2020-04-28,MDT,derecho_or_serial_mcs_wind,likely,widespread damaging wind|large hail|tornadoes,maturing squall line|bowing MCS|embedded supercells/mesovortices,cold front|morning convective outflow|instability axis|low-level jet,prior_convection|mcs_timing|mode_transition|instability_recovery,"The final wind event was a front-driven MCS, while morning convection/outflow helped modulate recovery and downstream placement.","The Ozarks and southern Plains event transitioned toward a mature squall line with a broad significant-wind corridor. Tornado and hail threats existed, but the dominant forecast signal and observed evolution were damaging winds from bowing MCS/QLCS segments."
2020-05-03,ENH,forward_propagating_mcs_wind,core,damaging wind|large hail|brief tornado,fast-moving bow echo|organized cluster|QLCS,MCS cold pool|instability gradient|outflow/gust front,mcs_timing|cold_pool|instability_recovery,A fast-moving bow echo and its cold pool were central to the ENH risk and downstream severe-wind placement.,"A fast-moving bow echo/cluster crossed the Ozarks toward the Tennessee and Ohio Valleys. Damaging wind was the clear primary hazard, with hail and a brief tornado risk in stronger embedded structures."
2020-05-04,ENH,mixed_discrete_to_qlcs_outbreak,likely,large to very large hail|damaging wind|tornadoes,supercells|clusters|lines/MCS,cold front|dryline/triple point|warm front|residual convective boundaries,prior_convection|boundary_interaction|mode_transition|cap_conditional,"Synoptic fronts were important, but prior clusters and residual boundaries substantially affected recovery and storm evolution.",Severe potential extended from eastern Oklahoma and the Ozarks into the Tennessee and Kentucky region with multiple clusters and frontal storms. Supercells offered hail and a conditional strong-tornado threat before modes became more clustered or linear.
2020-05-15,ENH,multi_region_multi_mode,likely,damaging wind|large hail|tornadoes,supercells|MCSs|linear clusters|multicell clusters,cold front|warm front|convective outflow|MCV/shortwave,prior_convection|mcv_track|mcs_timing|mode_transition,"MCS/outflow and an MCV were major modulators, though frontal forcing also organized multiple regional threats.","The day featured multiple severe corridors, including a Northeast frontal threat and southern Plains/Ozarks MCS potential. Hazards varied by region, with damaging wind and hail most widespread and tornado potential near warm-front or stronger supercell zones."
2020-05-22,ENH,mcv_mcs_outflow_reintensification,core,large to very large hail|damaging wind|tornadoes,supercells near outflow|clusters|long-lived MCS,expansive cold pool/outflow boundary|remnant outflow boundary|instability gradient|low-level jet,ofb_placement|prior_convection|instability_recovery|boundary_interaction,The outlook and MDs explicitly centered severe placement on an expansive cold pool/outflow boundary left by earlier convection.,"North Texas, southern Oklahoma, and the Ozarks were strongly modulated by a morning MCS cold pool and remnant outflow boundary. Severe storms near and north of the boundary produced supercell hail/tornado potential and later damaging-wind clusters."
2020-06-03,ENH,mcv_mcs_outflow_reintensification,core,damaging wind|large hail|brief tornado,reintensifying MCS|bowing line segments|clusters,MCV-enhanced impulse|outflow from prior MCS|differential heating corridor,mcv_track|prior_convection|instability_recovery|mcs_timing,SPC explicitly attributed the Mid-Atlantic wind corridor to an MCV/outflow byproduct of the previous night's MCS.,A remnant MCV/outflow from the prior night's Lake Michigan MCS drove a Mid-Atlantic damaging-wind corridor. This was a classic reintensification case where the convective remnant and heating controlled storm placement and wind potential.
2020-06-06,MDT,derecho_or_serial_mcs_wind,core,widespread destructive wind|large hail|tornadoes,supercells transitioning to derecho|bowing MCS|QLCS,terrain/High Plains initiation zone|instability corridor|MCS cold pool|low-level jet,mcs_timing|mode_transition|cold_pool|storm_coverage_uncertain,The Moderate Risk was centered on a long-lived derecho/MCS and its cold-pool propagation.,"A central Rockies to northern Plains severe setup produced a long-lived damaging-wind MCS/derecho. Initial severe storms evolved into a fast-moving bowing convective system with widespread significant winds, plus hail and some tornado potential."
2020-06-10,MDT,qlcs_bowing_wind_tornado,core,widespread damaging wind|tornadoes|large hail,squall line|bowing QLCS|embedded circulations,squall-line gust front|strong cold front|Cristobal-remnant low/upper system,mcs_timing|mode_transition|instability_recovery,The Moderate Risk was driven by a mature squall line/MCS and its wind-producing convective structure.,"A regional severe-wind outbreak unfolded from the Midwest into the Ohio Valley as a squall line raced east. Damaging winds were the dominant hazard, with tornado and hail potential embedded within the QLCS and strong background shear."
2020-06-21,MDT,forward_propagating_mcs_wind,core,damaging wind|large hail|tornadoes,slow-moving MCS|bow echo|clusters|embedded supercells,ongoing MCS cold pool|outflow boundary|instability gradient|low-level jet,mcs_timing|cold_pool|instability_recovery|ofb_placement,"The Moderate Risk hinged on the evolution, cold pool, and downstream reintensification of an ongoing MCS.","A Plains MCS and associated outflow/cold pool dominated the severe setup. The system produced a significant damaging-wind risk as it bowed southeastward, with hail and a conditional tornado threat in stronger embedded storms."
